T,sv1,sv2,sv3,sv4,sv5,sv6,sv7,sv8,sv9,sv10,sv11,sv12,sv13,sv14,sv15,doo1,doo2,doo3,doo4,doo5,doo6,doo7,doo8,doo9,doo10,doo11,doo12,doo13,doo14,doo15
1606719270,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,7.12062e-24,2.61955e-25,8.34705e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,7.23262e-25,0.994828,0.994828,6.20393e-05,8.47835e-30,2.66075e-26,0.101573
1606719271,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,5.68733e-24,3.04046e-25,1.86854e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,5.77679e-25,0.994828,0.994828,6.20393e-05,3.08829e-26,1.89793e-29,0.101573
1606719272,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,3.74891e-24,2.16885e-25,8.31261e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,3.80788e-25,0.994828,0.994828,6.20393e-05,8.44337e-30,2.20297e-26,0.101573
1606719273,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,2.88439e-24,3.56578e-25,1.49599e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.92976e-25,0.994828,0.994828,6.20393e-05,1.51952e-30,3.62187e-26,0.101573
1606719274,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610785,1.58961e-23,3.60868e-25,4.33332e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.61462e-24,0.994828,0.994828,6.20393e-05,4.40149e-30,3.66544e-26,0.101573
1606719275,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,1.57591e-24,3.58706e-25,5.81413e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.6007e-25,0.994828,0.994828,6.20393e-05,5.90559e-30,3.64349e-26,0.101573
1606719276,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,1.4877e-23,7.28826e-26,9.13779e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.51111e-24,0.994828,0.994828,6.20393e-05,7.4029e-27,9.28153e-30,0.101573
1606719277,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,2.53884e-24,5.14087e-25,1.52487e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.57878e-25,0.994828,0.994828,6.20393e-05,5.22173e-26,1.54886e-29,0.101573
1606719278,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,6.824e-24,3.141e-25,4.83618e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,6.93134e-25,0.994828,0.994828,6.20394e-05,3.19041e-26,4.91225e-30,0.101573
1606719279,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,2.95239e-24,5.86097e-25,1.25941e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.99883e-25,0.994828,0.994828,6.20394e-05,5.95316e-26,1.27922e-29,0.101573
1606719280,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,4.42807e-24,9.84453e-25,2.46448e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,4.49773e-25,0.994828,0.994828,6.20393e-05,2.50325e-30,9.99939e-26,0.101573
1606719281,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,6.55166e-24,1.39348e-25,6.18963e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,6.65471e-25,0.994828,0.994828,6.20393e-05,1.4154e-26,6.287e-30,0.101573
1606719282,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,3.15293e-23,2.58618e-25,5.85485e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,3.20253e-24,0.994828,0.994828,6.20394e-05,5.94695e-30,2.62686e-26,0.101573
1606719283,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,2.84557e-24,4.52361e-25,8.19907e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.89033e-25,0.994828,0.994828,6.20394e-05,8.32804e-30,4.59477e-26,0.101573
1606719284,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,9.05672e-24,4.75273e-25,1.31322e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,9.19918e-25,0.994828,0.994828,6.20394e-05,1.33387e-29,4.82749e-26,0.101573
1606719285,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,2.46556e-24,7.03599e-25,1.07008e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,2.50435e-25,0.994828,0.994828,6.20394e-05,1.08691e-29,7.14667e-26,0.101573
1606719286,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,1.49548e-23,2.59892e-25,2.65136e-28,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.519e-24,0.994828,0.994828,6.20394e-05,2.6398e-26,2.69306e-29,0.101573
1606719287,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,3.34667e-24,2.68385e-25,5.73623e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,3.39931e-25,0.994828,0.994828,6.20394e-05,5.82646e-30,2.72607e-26,0.101573
1606719288,9.84514,9.84514,9.79422,9.79422,1,1,1,1,1,1,1,0.000610786,1.08695e-23,6.33494e-25,4.73574e-29,0.101573,0.101573,0.101573,0.101573,0.101573,0.101573,1,1,1.10405e-24,0.994828,0.994828,6.20394e-05,4.81023e-30,6.43459e-26,0.101573
